region	chr	midPos	Nsites
(176198,176697)(176200,176699)(176200,176700)	Mt	176450	501	0.022498
(176298,176797)(176300,176799)(176300,176800)	Mt	176550	501	0.022856
(176398,176897)(176400,176899)(176400,176900)	Mt	176650	501	0.022394
(176498,176997)(176500,176999)(176500,177000)	Mt	176750	501	0.025839
(176598,177097)(176600,177099)(176600,177100)	Mt	176850	501	0.025953
(176698,177197)(176700,177199)(176700,177200)	Mt	176950	501	0.028043
(176798,177297)(176800,177299)(176800,177300)	Mt	177050	501	0.029105
(176898,177397)(176900,177399)(176900,177400)	Mt	177150	501	0.030785
(176998,177497)(177000,177499)(177000,177500)	Mt	177250	501	0.029317
(177098,177597)(177100,177599)(177100,177600)	Mt	177350	501	0.030887
(177198,177697)(177200,177699)(177200,177700)	Mt	177450	501	0.030733
(177298,177797)(177300,177799)(177300,177800)	Mt	177550	501	0.029141
(177398,177897)(177400,177899)(177400,177900)	Mt	177650	501	0.026721
(177498,177997)(177500,177999)(177500,178000)	Mt	177750	501	0.026539
(177598,178097)(177600,178099)(177600,178100)	Mt	177850	501	0.027860
(177698,178197)(177700,178199)(177700,178200)	Mt	177950	501	0.027932
(177798,178297)(177800,178299)(177800,178300)	Mt	178050	501	0.031093
(177898,178397)(177900,178399)(177900,178400)	Mt	178150	501	0.031962
(177998,178497)(178000,178499)(178000,178500)	Mt	178250	501	0.030580
(178098,178597)(178100,178599)(178100,178600)	Mt	178350	501	0.030456
(178198,178697)(178200,178699)(178200,178700)	Mt	178450	501	0.033209
(178298,178797)(178300,178799)(178300,178800)	Mt	178550	501	0.032096
(178398,178897)(178400,178899)(178400,178900)	Mt	178650	501	0.033387
(178498,178997)(178500,178999)(178500,179000)	Mt	178750	501	0.033683
(178598,179097)(178600,179099)(178600,179100)	Mt	178850	501	0.034971
(178698,179197)(178700,179199)(178700,179200)	Mt	178950	501	0.032176
(178798,179297)(178800,179299)(178800,179300)	Mt	179050	501	0.027961
(178898,179397)(178900,179399)(178900,179400)	Mt	179150	501	0.027108
(178998,179497)(179000,179499)(179000,179500)	Mt	179250	501	0.027118
(179098,179597)(179100,179599)(179100,179600)	Mt	179350	501	0.027871
(179198,179697)(179200,179699)(179200,179700)	Mt	179450	501	0.028725
(179298,179797)(179300,179799)(179300,179800)	Mt	179550	501	0.029139
(179398,179897)(179400,179899)(179400,179900)	Mt	179650	501	0.029117
(179498,179997)(179500,179999)(179500,180000)	Mt	179750	501	0.034302
(179598,180097)(179600,180099)(179600,180100)	Mt	179850	501	0.029775
(179698,180197)(179700,180199)(179700,180200)	Mt	179950	501	0.030658
(179798,180297)(179800,180299)(179800,180300)	Mt	180050	501	0.032898
(179898,180397)(179900,180399)(179900,180400)	Mt	180150	501	0.032399
(179998,180497)(180000,180499)(180000,180500)	Mt	180250	501	0.025188
(180098,180597)(180100,180599)(180100,180600)	Mt	180350	501	0.025145
(180198,180697)(180200,180699)(180200,180700)	Mt	180450	501	0.022887
(180298,180797)(180300,180799)(180300,180800)	Mt	180550	501	0.022871
(180398,180897)(180400,180899)(180400,180900)	Mt	180650	501	0.023918
(180498,180997)(180500,180999)(180500,181000)	Mt	180750	501	0.026626
(180598,181097)(180600,181099)(180600,181100)	Mt	180850	501	0.028032
(180698,181197)(180700,181199)(180700,181200)	Mt	180950	501	0.030687
(180798,181297)(180800,181299)(180800,181300)	Mt	181050	501	0.030636
(180898,181397)(180900,181399)(180900,181400)	Mt	181150	501	0.029821
(180998,181497)(181000,181499)(181000,181500)	Mt	181250	501	0.030638
(181098,181597)(181100,181599)(181100,181600)	Mt	181350	501	0.031448
(181198,181697)(181200,181699)(181200,181700)	Mt	181450	501	0.032249
(181298,181797)(181300,181799)(181300,181800)	Mt	181550	501	0.032028
(181398,181897)(181400,181899)(181400,181900)	Mt	181650	501	0.030040
(181498,181997)(181500,181999)(181500,182000)	Mt	181750	501	0.027493
(181598,182097)(181600,182099)(181600,182100)	Mt	181850	501	0.028077
(181698,182197)(181700,182199)(181700,182200)	Mt	181950	501	0.025093
(181798,182297)(181800,182299)(181800,182300)	Mt	182050	501	0.024583
(181898,182397)(181900,182399)(181900,182400)	Mt	182150	501	0.025891
(181998,182497)(182000,182499)(182000,182500)	Mt	182250	501	0.024655
(182098,182597)(182100,182599)(182100,182600)	Mt	182350	501	0.021871
(182198,182697)(182200,182699)(182200,182700)	Mt	182450	501	0.022648
(182298,182797)(182300,182799)(182300,182800)	Mt	182550	501	0.023962
(182398,182897)(182400,182899)(182400,182900)	Mt	182650	501	0.025612
(182498,182997)(182500,182999)(182500,183000)	Mt	182750	501	0.031169
(182598,183097)(182600,183099)(182600,183100)	Mt	182850	501	0.031496
(182698,183197)(182700,183199)(182700,183200)	Mt	182950	501	0.028959
(182798,183297)(182800,183299)(182800,183300)	Mt	183050	501	0.030780
(182898,183397)(182900,183399)(182900,183400)	Mt	183150	501	0.029042
(182998,183497)(183000,183499)(183000,183500)	Mt	183250	501	0.024664
(183098,183597)(183100,183599)(183100,183600)	Mt	183350	501	0.025950
(183198,183697)(183200,183699)(183200,183700)	Mt	183450	501	0.028788
(183298,183797)(183300,183799)(183300,183800)	Mt	183550	501	0.028613
(183398,183897)(183400,183899)(183400,183900)	Mt	183650	501	0.028399
(183498,183997)(183500,183999)(183500,184000)	Mt	183750	501	0.030698
(183598,184097)(183600,184099)(183600,184100)	Mt	183850	501	0.029080
(183698,184197)(183700,184199)(183700,184200)	Mt	183950	501	0.029820
(183798,184297)(183800,184299)(183800,184300)	Mt	184050	501	0.026947
(183898,184397)(183900,184399)(183900,184400)	Mt	184150	501	0.028910
(183998,184497)(184000,184499)(184000,184500)	Mt	184250	501	0.028367
(184098,184597)(184100,184599)(184100,184600)	Mt	184350	501	0.029748
(184198,184697)(184200,184699)(184200,184700)	Mt	184450	501	0.028036
(184298,184797)(184300,184799)(184300,184800)	Mt	184550	501	0.028129
(184398,184897)(184400,184899)(184400,184900)	Mt	184650	501	0.025511
(184498,184997)(184500,184999)(184500,185000)	Mt	184750	501	0.025346
(184598,185097)(184600,185099)(184600,185100)	Mt	184850	501	0.027623
(184698,185197)(184700,185199)(184700,185200)	Mt	184950	501	0.028301
(184798,185297)(184800,185299)(184800,185300)	Mt	185050	501	0.028889
(184898,185397)(184900,185399)(184900,185400)	Mt	185150	501	0.029320
(184998,185497)(185000,185499)(185000,185500)	Mt	185250	501	0.029236
(185098,185597)(185100,185599)(185100,185600)	Mt	185350	501	0.024908
(185198,185697)(185200,185699)(185200,185700)	Mt	185450	501	0.024491
(185298,185797)(185300,185799)(185300,185800)	Mt	185550	501	0.023788
(185398,185897)(185400,185899)(185400,185900)	Mt	185650	501	0.027214
(185498,185997)(185500,185999)(185500,186000)	Mt	185750	501	0.028091
(185598,186097)(185600,186099)(185600,186100)	Mt	185850	501	0.034750
(185698,186197)(185700,186199)(185700,186200)	Mt	185950	501	0.035938
(185798,186297)(185800,186299)(185800,186300)	Mt	186050	501	0.036747
(185898,186397)(185900,186399)(185900,186400)	Mt	186150	501	0.035575
(185998,186497)(186000,186499)(186000,186500)	Mt	186250	501	0.034099
(186098,186597)(186100,186599)(186100,186600)	Mt	186350	501	0.030912
(186198,186697)(186200,186699)(186200,186700)	Mt	186450	501	0.027856
(186298,186797)(186300,186799)(186300,186800)	Mt	186550	501	0.030174
(186398,186897)(186400,186899)(186400,186900)	Mt	186650	501	0.029929
(186498,186997)(186500,186999)(186500,187000)	Mt	186750	501	0.030859
(186598,187097)(186600,187099)(186600,187100)	Mt	186850	501	0.027599
(186698,187197)(186700,187199)(186700,187200)	Mt	186950	501	0.029270
(186798,187297)(186800,187299)(186800,187300)	Mt	187050	501	0.026059
(186898,187397)(186900,187399)(186900,187400)	Mt	187150	501	0.024452
(186998,187497)(187000,187499)(187000,187500)	Mt	187250	501	0.023817
(187098,187597)(187100,187599)(187100,187600)	Mt	187350	501	0.025860
(187198,187697)(187200,187699)(187200,187700)	Mt	187450	501	0.026809
(187298,187797)(187300,187799)(187300,187800)	Mt	187550	501	0.027761
(187398,187897)(187400,187899)(187400,187900)	Mt	187650	501	0.025305
(187498,187997)(187500,187999)(187500,188000)	Mt	187750	501	0.026198
(187598,188097)(187600,188099)(187600,188100)	Mt	187850	501	0.025759
(187698,188197)(187700,188199)(187700,188200)	Mt	187950	501	0.027827
(187798,188297)(187800,188299)(187800,188300)	Mt	188050	501	0.028528
(187898,188397)(187900,188399)(187900,188400)	Mt	188150	501	0.031225
(187998,188497)(188000,188499)(188000,188500)	Mt	188250	501	0.029123
(188098,188597)(188100,188599)(188100,188600)	Mt	188350	501	0.028878
(188198,188697)(188200,188699)(188200,188700)	Mt	188450	501	0.023497
(188298,188797)(188300,188799)(188300,188800)	Mt	188550	501	0.024299
(188398,188897)(188400,188899)(188400,188900)	Mt	188650	501	0.023963
(188498,188997)(188500,188999)(188500,189000)	Mt	188750	501	0.024820
(188598,189097)(188600,189099)(188600,189100)	Mt	188850	501	0.024980
(188698,189197)(188700,189199)(188700,189200)	Mt	188950	501	0.028610
(188798,189297)(188800,189299)(188800,189300)	Mt	189050	501	0.025830
(188898,189397)(188900,189399)(188900,189400)	Mt	189150	501	0.026833
(188998,189497)(189000,189499)(189000,189500)	Mt	189250	501	0.025160
(189098,189597)(189100,189599)(189100,189600)	Mt	189350	501	0.026538
(189198,189697)(189200,189699)(189200,189700)	Mt	189450	501	0.026103
(189298,189797)(189300,189799)(189300,189800)	Mt	189550	501	0.024658
(189398,189897)(189400,189899)(189400,189900)	Mt	189650	501	0.026541
(189498,189997)(189500,189999)(189500,190000)	Mt	189750	501	0.029383
(189598,190097)(189600,190099)(189600,190100)	Mt	189850	501	0.028124
(189698,190197)(189700,190199)(189700,190200)	Mt	189950	501	0.027211
(189798,190297)(189800,190299)(189800,190300)	Mt	190050	501	0.030415
(189898,190397)(189900,190399)(189900,190400)	Mt	190150	501	0.029431
(189998,190497)(190000,190499)(190000,190500)	Mt	190250	501	0.029039
(190098,190597)(190100,190599)(190100,190600)	Mt	190350	501	0.027653
(190198,190697)(190200,190699)(190200,190700)	Mt	190450	501	0.026366
(190298,190797)(190300,190799)(190300,190800)	Mt	190550	501	0.025342
(190398,190897)(190400,190899)(190400,190900)	Mt	190650	501	0.020893
(190498,190997)(190500,190999)(190500,191000)	Mt	190750	501	0.021693
(190598,191097)(190600,191099)(190600,191100)	Mt	190850	501	0.027933
(190698,191197)(190700,191199)(190700,191200)	Mt	190950	501	0.026997
(190798,191297)(190800,191299)(190800,191300)	Mt	191050	501	0.029495
(190898,191397)(190900,191399)(190900,191400)	Mt	191150	501	0.033658
(190998,191497)(191000,191499)(191000,191500)	Mt	191250	501	0.031479
(191098,191597)(191100,191599)(191100,191600)	Mt	191350	501	0.027931
(191198,191697)(191200,191699)(191200,191700)	Mt	191450	501	0.031036
(191298,191797)(191300,191799)(191300,191800)	Mt	191550	501	0.028977
(191398,191897)(191400,191899)(191400,191900)	Mt	191650	501	0.028940
(191498,191997)(191500,191999)(191500,192000)	Mt	191750	501	0.031740
(191598,192097)(191600,192099)(191600,192100)	Mt	191850	501	0.032895
(191698,192197)(191700,192199)(191700,192200)	Mt	191950	501	0.030867
(191798,192297)(191800,192299)(191800,192300)	Mt	192050	501	0.029773
(191898,192397)(191900,192399)(191900,192400)	Mt	192150	501	0.029383
(191998,192497)(192000,192499)(192000,192500)	Mt	192250	501	0.026155
(192098,192597)(192100,192599)(192100,192600)	Mt	192350	501	0.022700
(192198,192697)(192200,192699)(192200,192700)	Mt	192450	501	0.026347
(192298,192797)(192300,192799)(192300,192800)	Mt	192550	501	0.027252
(192398,192897)(192400,192899)(192400,192900)	Mt	192650	501	0.028049
(192498,192997)(192500,192999)(192500,193000)	Mt	192750	501	0.030362
(192598,193097)(192600,193099)(192600,193100)	Mt	192850	501	0.030807
(192698,193197)(192700,193199)(192700,193200)	Mt	192950	501	0.029074
(192798,193297)(192800,193299)(192800,193300)	Mt	193050	501	0.030772
(192898,193397)(192900,193399)(192900,193400)	Mt	193150	501	0.029019
(192998,193497)(193000,193499)(193000,193500)	Mt	193250	501	0.028817
(193098,193597)(193100,193599)(193100,193600)	Mt	193350	501	0.033292
(193198,193697)(193200,193699)(193200,193700)	Mt	193450	501	0.032321
(193298,193797)(193300,193799)(193300,193800)	Mt	193550	501	0.028701
(193398,193897)(193400,193899)(193400,193900)	Mt	193650	501	0.030447
(193498,193997)(193500,193999)(193500,194000)	Mt	193750	501	0.028711
(193598,194097)(193600,194099)(193600,194100)	Mt	193850	501	0.025873
(193698,194197)(193700,194199)(193700,194200)	Mt	193950	501	0.025969
(193798,194297)(193800,194299)(193800,194300)	Mt	194050	501	0.030176
(193898,194397)(193900,194399)(193900,194400)	Mt	194150	501	0.030589
(193998,194497)(194000,194499)(194000,194500)	Mt	194250	501	0.033154
(194098,194597)(194100,194599)(194100,194600)	Mt	194350	501	0.031743
(194198,194697)(194200,194699)(194200,194700)	Mt	194450	501	0.030580
(194298,194797)(194300,194799)(194300,194800)	Mt	194550	501	0.027861
(194398,194897)(194400,194899)(194400,194900)	Mt	194650	501	0.023777
(194498,194997)(194500,194999)(194500,195000)	Mt	194750	501	0.020458
(194598,195097)(194600,195099)(194600,195100)	Mt	194850	501	0.020536
(194698,195197)(194700,195199)(194700,195200)	Mt	194950	501	0.021569
(194798,195297)(194800,195299)(194800,195300)	Mt	195050	501	0.022103
(194898,195397)(194900,195399)(194900,195400)	Mt	195150	501	0.026055
(194998,195497)(195000,195499)(195000,195500)	Mt	195250	501	0.026607
(195098,195597)(195100,195599)(195100,195600)	Mt	195350	501	0.027974
(195198,195697)(195200,195699)(195200,195700)	Mt	195450	501	0.025683
(195298,195797)(195300,195799)(195300,195800)	Mt	195550	501	0.024857
(195398,195897)(195400,195899)(195400,195900)	Mt	195650	501	0.022461
(195498,195997)(195500,195999)(195500,196000)	Mt	195750	501	0.025543
(195598,196097)(195600,196099)(195600,196100)	Mt	195850	501	0.027208
(195698,196197)(195700,196199)(195700,196200)	Mt	195950	501	0.031693
(195798,196297)(195800,196299)(195800,196300)	Mt	196050	501	0.032295
(195898,196397)(195900,196399)(195900,196400)	Mt	196150	501	0.036126
(195998,196497)(196000,196499)(196000,196500)	Mt	196250	501	0.033825
(196098,196597)(196100,196599)(196100,196600)	Mt	196350	501	0.033188
(196198,196697)(196200,196699)(196200,196700)	Mt	196450	501	0.030500
(196298,196797)(196300,196799)(196300,196800)	Mt	196550	501	0.031003
(196398,196897)(196400,196899)(196400,196900)	Mt	196650	501	0.025510
(196498,196997)(196500,196999)(196500,197000)	Mt	196750	501	0.026824
(196598,197097)(196600,197099)(196600,197100)	Mt	196850	501	0.025193
(196698,197197)(196700,197199)(196700,197200)	Mt	196950	501	0.023828
(196798,197297)(196800,197299)(196800,197300)	Mt	197050	501	0.025002
(196898,197397)(196900,197399)(196900,197400)	Mt	197150	501	0.026756
(196998,197497)(197000,197499)(197000,197500)	Mt	197250	501	0.023835
(197098,197597)(197100,197599)(197100,197600)	Mt	197350	501	0.024670
(197198,197697)(197200,197699)(197200,197700)	Mt	197450	501	0.025931
(197298,197797)(197300,197799)(197300,197800)	Mt	197550	501	0.024087
(197398,197897)(197400,197899)(197400,197900)	Mt	197650	501	0.023581
(197498,197997)(197500,197999)(197500,198000)	Mt	197750	501	0.024657
(197598,198097)(197600,198099)(197600,198100)	Mt	197850	501	0.025796
(197698,198197)(197700,198199)(197700,198200)	Mt	197950	501	0.026381
(197798,198297)(197800,198299)(197800,198300)	Mt	198050	501	0.026164
(197898,198397)(197900,198399)(197900,198400)	Mt	198150	501	0.027208
(197998,198497)(198000,198499)(198000,198500)	Mt	198250	501	0.029061
(198098,198597)(198100,198599)(198100,198600)	Mt	198350	501	0.028059
(198198,198697)(198200,198699)(198200,198700)	Mt	198450	501	0.027490
(198298,198797)(198300,198799)(198300,198800)	Mt	198550	501	0.029992
(198398,198897)(198400,198899)(198400,198900)	Mt	198650	501	0.028873
(198498,198997)(198500,198999)(198500,199000)	Mt	198750	501	0.027762
(198598,199097)(198600,199099)(198600,199100)	Mt	198850	501	0.030365
(198698,199197)(198700,199199)(198700,199200)	Mt	198950	501	0.031372
(198798,199297)(198800,199299)(198800,199300)	Mt	199050	501	0.031150
(198898,199397)(198900,199399)(198900,199400)	Mt	199150	501	0.031443
(198998,199497)(199000,199499)(199000,199500)	Mt	199250	501	0.032730
(199098,199597)(199100,199599)(199100,199600)	Mt	199350	501	0.029913
(199198,199697)(199200,199699)(199200,199700)	Mt	199450	501	0.032023
(199298,199797)(199300,199799)(199300,199800)	Mt	199550	501	0.031234
(199398,199897)(199400,199899)(199400,199900)	Mt	199650	501	0.033848
(199498,199997)(199500,199999)(199500,200000)	Mt	199750	501	0.031044
(199598,200097)(199600,200099)(199600,200100)	Mt	199850	501	0.032161
(199698,200197)(199700,200199)(199700,200200)	Mt	199950	501	0.030082
(199798,200297)(199800,200299)(199800,200300)	Mt	200050	501	0.030414
(199898,200397)(199900,200399)(199900,200400)	Mt	200150	501	0.031289
(199998,200497)(200000,200499)(200000,200500)	Mt	200250	501	0.034908
(200098,200597)(200100,200599)(200100,200600)	Mt	200350	501	0.033225
(200198,200697)(200200,200699)(200200,200700)	Mt	200450	501	0.033452
(200298,200797)(200300,200799)(200300,200800)	Mt	200550	501	0.032720
(200398,200897)(200400,200899)(200400,200900)	Mt	200650	501	0.030798
(200498,200997)(200500,200999)(200500,201000)	Mt	200750	501	0.030266
(200598,201097)(200600,201099)(200600,201100)	Mt	200850	501	0.028462
(200698,201197)(200700,201199)(200700,201200)	Mt	200950	501	0.028623
(200798,201297)(200800,201299)(200800,201300)	Mt	201050	501	0.028923
(200898,201397)(200900,201399)(200900,201400)	Mt	201150	501	0.026330
(200998,201497)(201000,201499)(201000,201500)	Mt	201250	501	0.026801
(201098,201597)(201100,201599)(201100,201600)	Mt	201350	501	0.028155
(201198,201697)(201200,201699)(201200,201700)	Mt	201450	501	0.024673
(201298,201797)(201300,201799)(201300,201800)	Mt	201550	501	0.025184
(201398,201897)(201400,201899)(201400,201900)	Mt	201650	501	0.029185
(201498,201997)(201500,201999)(201500,202000)	Mt	201750	501	0.027656
(201598,202097)(201600,202099)(201600,202100)	Mt	201850	501	0.029167
(201698,202197)(201700,202199)(201700,202200)	Mt	201950	501	0.032495
(201798,202297)(201800,202299)(201800,202300)	Mt	202050	501	0.031644
(201898,202397)(201900,202399)(201900,202400)	Mt	202150	501	0.031294
(201998,202497)(202000,202499)(202000,202500)	Mt	202250	501	0.034909
(202098,202597)(202100,202599)(202100,202600)	Mt	202350	501	0.033380
(202198,202697)(202200,202699)(202200,202700)	Mt	202450	501	0.034449
(202298,202797)(202300,202799)(202300,202800)	Mt	202550	501	0.031983
(202398,202897)(202400,202899)(202400,202900)	Mt	202650	501	0.032018
(202498,202997)(202500,202999)(202500,203000)	Mt	202750	501	0.029398
(202598,203097)(202600,203099)(202600,203100)	Mt	202850	501	0.029610
